time	I(C1)
1.350248384857027e-07	-2.669138e-02
1.352201509857027e-07	-3.722454e-02
1.354154634857027e-07	-4.719784e-02
1.356107759857027e-07	-5.646129e-02
1.358060884857027e-07	-6.487554e-02
1.360014009857027e-07	-7.231404e-02
1.361967134857028e-07	-7.866491e-02
1.363920259857028e-07	-8.383265e-02
1.365873384857028e-07	-8.773951e-02
1.367826509857028e-07	-9.032675e-02
1.369779634857028e-07	-9.155543e-02
1.371732759857028e-07	-9.140709e-02
1.373685884857028e-07	-8.988395e-02
1.375639009857028e-07	-8.701742e-02
1.377540403727634e-07	-8.296061e-02
1.379493528727634e-07	-7.755466e-02
1.381446653727634e-07	-7.099074e-02
1.383399778727634e-07	-6.335908e-02
1.385352903727634e-07	-5.477448e-02
1.387306028727634e-07	-4.536604e-02
1.389259153727634e-07	-3.527527e-02
1.391212278727634e-07	-2.465394e-02
1.393165403727634e-07	-1.366180e-02
1.395118528727634e-07	-2.464173e-03
1.397071653727634e-07	8.770524e-03
1.399024778727634e-07	1.987331e-02
1.400977903727634e-07	3.067720e-02
1.402931028727634e-07	4.101970e-02
1.404884153727635e-07	5.074524e-02
1.406837278727635e-07	5.970756e-02
1.408790403727635e-07	6.777184e-02
1.410743528727635e-07	7.481680e-02
1.412696653727635e-07	8.073649e-02
1.414649778727635e-07	8.544184e-02
1.416602903727635e-07	8.886211e-02
1.418556028727635e-07	9.094585e-02
1.420509153727635e-07	9.166171e-02
1.422462278727635e-07	9.099892e-02
1.424415403727635e-07	8.898195e-02
1.426282633808604e-07	8.578765e-02
1.428235758808605e-07	8.117127e-02
1.430188883808605e-07	7.534853e-02
1.432142008808605e-07	6.839249e-02
1.434095133808605e-07	6.040780e-02
1.436048258808605e-07	5.151453e-02
1.438001383808605e-07	4.184645e-02
1.439954508808605e-07	3.154897e-02
1.441907633808605e-07	2.077697e-02
1.443860758808605e-07	9.692469e-03
1.445813883808605e-07	-1.537822e-03
1.447767008808605e-07	-1.274499e-02
1.449720133808605e-07	-2.376047e-02
1.451673258808605e-07	-3.441858e-02
1.453626383808605e-07	-4.455902e-02
1.455579508808605e-07	-5.402927e-02
1.457532633808605e-07	-6.268688e-02
1.459485758808605e-07	-7.040165e-02
1.461438883808605e-07	-7.705754e-02
1.463392008808605e-07	-8.255443e-02
1.465345133808605e-07	-8.680965e-02
1.467298258808605e-07	-8.975920e-02
1.469251383808606e-07	-9.135871e-02
1.471204508808606e-07	-9.158412e-02
1.473157633808606e-07	-9.049835e-02
1.474727225058770e-07	-8.862216e-02
1.476398606218415e-07	-8.558144e-02
1.478351731218415e-07	-8.085708e-02
1.480304856218415e-07	-7.496399e-02
1.482257981218415e-07	-6.794341e-02
1.484211106218415e-07	-5.990094e-02
1.486164231218415e-07	-5.095753e-02
1.488117356218415e-07	-4.124771e-02
1.490070481218415e-07	-3.091750e-02
1.492023606218415e-07	-2.012228e-02
1.493976731218415e-07	-9.024411e-03
1.495929856218415e-07	2.209194e-03
1.497882981218415e-07	1.340957e-02
1.499836106218415e-07	2.440827e-02
1.501789231218415e-07	3.503986e-02
1.503742356218415e-07	4.514444e-02
1.505695481218415e-07	5.457002e-02
1.507648606218415e-07	6.317485e-02
1.509601731218415e-07	7.082950e-02
1.511554856218416e-07	7.741884e-02
1.513507981218416e-07	8.284377e-02
1.515461106218416e-07	8.702269e-02
1.517414231218416e-07	8.989275e-02
1.519367356218416e-07	9.141077e-02
1.521320481218416e-07	9.155393e-02
1.523273606218416e-07	9.037365e-02
1.524916060825872e-07	8.833855e-02
1.526468801119928e-07	8.545392e-02
1.528421926119928e-07	8.066443e-02
1.530375051119928e-07	7.472891e-02
1.532328176119928e-07	6.766944e-02
1.534281301119928e-07	5.959222e-02
1.536234426119928e-07	5.061872e-02
1.538187551119928e-07	4.088390e-02
1.540140676119928e-07	3.053417e-02
1.542093801119928e-07	1.972521e-02
1.544046926119929e-07	8.619569e-03
1.546000051119929e-07	-2.615712e-03
1.547953176119929e-07	-1.381166e-02
1.549906301119929e-07	-2.479987e-02
1.551859426119929e-07	-3.541509e-02
1.553812551119929e-07	-4.549766e-02
1.555765676119929e-07	-5.489592e-02
1.557718801119929e-07	-6.346855e-02
1.559671926119929e-07	-7.108657e-02
1.561625051119929e-07	-7.763544e-02
1.563578176119929e-07	-8.301664e-02
1.565531301119929e-07	-8.714924e-02
1.567484426119929e-07	-8.997108e-02
1.569437551119929e-07	-9.143972e-02
1.571390676119929e-07	-9.153306e-02
1.573343801119929e-07	-9.029564e-02
1.575030354480874e-07	-8.815581e-02
1.576549426752136e-07	-8.528869e-02
1.578502551752136e-07	-8.044194e-02
1.580455676752136e-07	-7.445800e-02
1.582408801752136e-07	-6.735421e-02
1.584361926752136e-07	-5.923740e-02
1.586315051752136e-07	-5.022966e-02
1.588268176752136e-07	-4.046645e-02
1.590221301752136e-07	-3.009463e-02
1.592174426752136e-07	-1.927017e-02
1.594127551752136e-07	-8.155882e-03
1.596080676752136e-07	3.081072e-03
1.598033801752136e-07	1.427169e-02
1.599986926752136e-07	2.524766e-02
1.601940051752136e-07	3.584390e-02
1.603893176752136e-07	4.590105e-02
1.605846301752136e-07	5.526783e-02
1.607799426752136e-07	6.380337e-02
1.609752551752136e-07	7.137930e-02
1.611705676752136e-07	7.788166e-02
1.613658801752136e-07	8.321266e-02
1.615611926752136e-07	8.729211e-02
1.617565051752137e-07	9.005866e-02
1.619518176752137e-07	9.147070e-02
1.621471301752137e-07	9.150699e-02
1.623424426752137e-07	9.020411e-02
1.625161627265560e-07	8.792291e-02
1.626763178926039e-07	8.481333e-02
1.628716303926039e-07	7.984440e-02
1.630669428926039e-07	7.373323e-02
1.632622553926039e-07	6.651311e-02
1.634575678926039e-07	5.829263e-02
1.636528803926039e-07	4.919541e-02
1.638481928926039e-07	3.935828e-02
1.640435053926039e-07	2.892920e-02
1.642388178926039e-07	1.806502e-02
1.644341303926040e-07	6.929133e-03
1.646294428926040e-07	-4.310974e-03
1.648247553926040e-07	-1.548625e-02
1.650200678926040e-07	-2.642861e-02
1.652153803926040e-07	-3.697348e-02
1.654106928926040e-07	-4.696226e-02
1.656060053926040e-07	-5.624472e-02
1.658013178926040e-07	-6.468125e-02
1.659966303926040e-07	-7.214496e-02
1.661919428926040e-07	-7.852359e-02
1.663872553926040e-07	-8.372120e-02
1.665825678926040e-07	-8.765962e-02
1.667778803926040e-07	-9.027961e-02
1.669731928926040e-07	-9.154176e-02
1.671685053926040e-07	-9.142709e-02
1.673638178926040e-07	-8.993732e-02
1.675591303926040e-07	-8.710829e-02
1.677462745674591e-07	-8.315458e-02
1.679415870674591e-07	-7.779181e-02
1.681368995674591e-07	-7.127246e-02
1.683322120674591e-07	-6.368113e-02
1.685275245674591e-07	-5.513201e-02
1.687228370674591e-07	-4.575368e-02
1.689181495674591e-07	-3.568720e-02
1.691134620674591e-07	-2.508395e-02
1.693087745674591e-07	-1.410343e-02
1.695040870674591e-07	-2.910780e-03
1.696993995674591e-07	8.325655e-03
1.698947120674591e-07	1.943688e-02
1.700900245674591e-07	3.025576e-02
1.702853370674591e-07	4.061959e-02
1.704806495674591e-07	5.037249e-02
1.706759620674591e-07	5.936776e-02
1.708712745674591e-07	6.747012e-02
1.710665870674591e-07	7.455769e-02
1.712618995674592e-07	8.052389e-02
1.714572120674592e-07	8.527896e-02
1.716525245674592e-07	8.875139e-02
1.718478370674592e-07	9.088895e-02
1.720431495674592e-07	9.165950e-02
1.722384620674592e-07	9.105144e-02
1.724337745674592e-07	8.908018e-02
1.726253732271877e-07	8.583803e-02
1.728206857271877e-07	8.124855e-02
1.730159982271877e-07	7.544331e-02
1.732113107271877e-07	6.850336e-02
1.734066232271877e-07	6.053308e-02
1.736019357271877e-07	5.165234e-02
1.737972482271877e-07	4.199471e-02
1.739925607271877e-07	3.170545e-02
1.741878732271877e-07	2.093931e-02
1.743831857271878e-07	9.858233e-03
1.745784982271878e-07	-1.371128e-03
1.747738107271878e-07	-1.257987e-02
1.749691232271878e-07	-2.359941e-02
1.751644357271878e-07	-3.426401e-02
1.753597482271878e-07	-4.441326e-02
1.755550607271878e-07	-5.389451e-02
1.757503732271878e-07	-6.256516e-02
1.759456857271878e-07	-7.029478e-02
1.761409982271878e-07	-7.696714e-02
1.763363107271878e-07	-8.248185e-02
1.765316232271878e-07	-8.675598e-02
1.767269357271878e-07	-8.972524e-02
1.769222482271878e-07	-9.134498e-02
1.771175607271878e-07	-9.159082e-02
1.773128732271878e-07	-9.052857e-02
1.774680164485917e-07	-8.869097e-02
1.776381109540500e-07	-8.561278e-02
1.778334234540500e-07	-8.090464e-02
1.780287359540500e-07	-7.502210e-02
1.782240484540500e-07	-6.801121e-02
1.784193609540500e-07	-5.997740e-02
1.786146734540500e-07	-5.104151e-02
1.788099859540501e-07	-4.133793e-02
1.790052984540501e-07	-3.101262e-02
1.792006109540501e-07	-2.022085e-02
1.793959234540501e-07	-9.124959e-03
1.795912359540501e-07	2.108182e-03
1.797865484540501e-07	1.330962e-02
1.799818609540501e-07	2.431087e-02
1.801771734540501e-07	3.494649e-02
1.803724859540501e-07	4.505649e-02
1.805677984540501e-07	5.448882e-02
1.807631109540501e-07	6.310163e-02
1.809584234540501e-07	7.076535e-02
1.811537359540501e-07	7.736473e-02
1.813490484540501e-07	8.280051e-02
1.815443609540501e-07	8.699092e-02
1.817396734540501e-07	8.987296e-02
1.819349859540501e-07	9.140325e-02
1.821302984540501e-07	9.155878e-02
1.823256109540501e-07	9.039274e-02
1.824887571692657e-07	8.838199e-02
1.826458211894029e-07	8.547319e-02
1.828411336894029e-07	8.069350e-02
1.830364461894029e-07	7.476434e-02
1.832317586894029e-07	6.771072e-02
1.834270711894029e-07	5.963871e-02
1.836223836894029e-07	5.066973e-02
1.838176961894029e-07	4.093866e-02
1.840130086894029e-07	3.059186e-02
1.842083211894030e-07	1.978495e-02
1.844036336894030e-07	8.680471e-03
1.845989461894030e-07	-2.554568e-03
1.847942586894030e-07	-1.375119e-02
1.849895711894030e-07	-2.474099e-02
1.851848836894030e-07	-3.535867e-02
1.853801961894030e-07	-4.544456e-02
1.855755086894030e-07	-5.484695e-02
1.857708211894030e-07	-6.342442e-02
1.859661336894030e-07	-7.104797e-02
1.861614461894030e-07	-7.760293e-02
1.863567586894030e-07	-8.299072e-02
1.865520711894030e-07	-8.713029e-02
1.867473836894030e-07	-8.995940e-02
1.869426961894030e-07	-9.143547e-02
1.871380086894030e-07	-9.153631e-02
1.873333211894030e-07	-9.033718e-02
1.874841451012114e-07	-8.846572e-02
1.876441068631535e-07	-8.550309e-02
1.878394193631535e-07	-8.073897e-02
1.880347318631536e-07	-7.481989e-02
1.882300443631536e-07	-6.777553e-02
1.884253568631536e-07	-5.971181e-02
1.886206693631536e-07	-5.075003e-02
1.888159818631536e-07	-4.102496e-02
1.890112943631536e-07	-3.068286e-02
1.892066068631536e-07	-1.987930e-02
1.894019193631536e-07	-8.776739e-03
1.895972318631536e-07	2.457823e-03
1.897925443631536e-07	1.365542e-02
1.899878568631536e-07	2.464764e-02
1.901831693631536e-07	3.526916e-02
1.903784818631536e-07	4.536023e-02
1.905737943631536e-07	5.476907e-02
1.907691068631536e-07	6.335416e-02
1.909644193631536e-07	7.098641e-02
1.911597318631536e-07	7.755099e-02
1.913550443631536e-07	8.294919e-02
1.915503568631536e-07	8.709982e-02
1.917456693631536e-07	8.994043e-02
1.919409818631536e-07	9.142831e-02
1.921362943631537e-07	9.154108e-02
1.923316068631537e-07	9.032599e-02
1.924985199914100e-07	8.823095e-02
1.926494499080987e-07	8.540565e-02
1.928447624080987e-07	8.059220e-02
1.930400749080987e-07	7.464102e-02
1.932353874080987e-07	6.756724e-02
1.934306999080987e-07	5.947725e-02
1.936260124080987e-07	5.049272e-02
1.938213249080987e-07	4.074878e-02
1.940166374080987e-07	3.039196e-02
1.942119499080987e-07	1.957805e-02
1.944072624080988e-07	8.469679e-03
1.946025749080988e-07	-2.766079e-03
1.947978874080988e-07	-1.396024e-02
1.949931999080988e-07	-2.494444e-02
1.951885124080988e-07	-3.555347e-02
1.953838249080988e-07	-4.562778e-02
1.955791374080988e-07	-5.501584e-02
1.957744499080988e-07	-6.357645e-02
1.959697624080988e-07	-7.118087e-02
1.961650749080988e-07	-7.771470e-02
1.963603874080988e-07	-8.307969e-02
1.965556999080988e-07	-8.719514e-02
1.967510124080988e-07	-8.999915e-02
1.969463249080988e-07	-9.144956e-02
1.971416374080988e-07	-9.152453e-02
1.973369499080988e-07	-9.026606e-02
1.975072195886962e-07	-8.808149e-02
1.976617557745012e-07	-8.513791e-02
1.978570682745013e-07	-8.025201e-02
1.980523807745013e-07	-7.422730e-02
1.982476932745013e-07	-6.708620e-02
1.984430057745013e-07	-5.893613e-02
1.986383182745013e-07	-4.989966e-02
1.988336307745013e-07	-4.011269e-02
1.990289432745013e-07	-2.972242e-02
1.992242557745013e-07	-1.888512e-02
1.994195682745013e-07	-7.763781e-03
1.996148807745013e-07	3.474330e-03
1.998101932745013e-07	1.466231e-02
2.000000000000000e-07	2.541726e-02
