Freq.	V(n001)
6.58000000000000e+09	-6.29664604926150e-06,-6.47287094271762e-05
6.58500000000000e+09	1.75651937852534e-06,-9.11149629303353e-05
6.59000000000000e+09	1.23816681642810e-06,-9.11768621231492e-05
6.59500000000000e+09	5.34715498006048e-07,-9.09815679708534e-05
6.60000000000000e+09	-2.13630761137468e-07,-9.05064142958387e-05
6.60500000000000e+09	-1.02826583845219e-06,-8.98111208018240e-05
6.61000000000000e+09	-2.13365247963783e-06,-8.88318962096573e-05
6.61500000000000e+09	-4.04557952679574e-06,-8.72127676854638e-05
6.62000000000000e+09	-8.69151278132033e-06,-8.34648385392632e-05
6.62500000000000e+09	-4.11674456810483e-05,-5.85030699003968e-05
6.63000000000000e+09	2.40030942354451e-05,-1.07957645138605e-04
6.63500000000000e+09	1.10950669426064e-05,-9.79568155653960e-05
6.64000000000000e+09	7.96460284976373e-06,-9.54428004973415e-05
6.64500000000000e+09	6.58596903341625e-06,-9.43309063244395e-05
6.65000000000000e+09	5.80936499448246e-06,-9.37016791990337e-05
6.65500000000000e+09	5.33183975248868e-06,-9.32262313288573e-05
6.66000000000000e+09	5.18624178678572e-06,-9.26985493355748e-05
6.66500000000000e+09	5.92835388796128e-06,-9.19537327460828e-05
6.67000000000000e+09	1.07908083918339e-05,-9.07885675824337e-05
6.67500000000000e+09	-1.49017951047044e-05,-9.27531670362637e-05
6.68000000000000e+09	-1.98903762569161e-06,-9.10984416190699e-05
6.68500000000000e+09	-5.38842774848849e-08,-9.06491666343456e-05
6.69000000000000e+09	7.77158008764051e-07,-9.03713775256282e-05
6.69500000000000e+09	1.26723249483492e-06,-9.01801983134971e-05
6.70000000000000e+09	1.61084909435180e-06,-9.00332178519679e-05
6.70500000000000e+09	1.88812864354233e-06,-8.99480223063313e-05
6.71000000000000e+09	2.09276507730309e-06,-8.99295509742268e-05
6.71500000000000e+09	2.20517778606744e-06,-8.99482075411494e-05
6.72000000000000e+09	2.28409461371302e-06,-9.02084016827035e-05
6.72500000000000e+09	2.23286561096060e-06,-8.99142343485910e-05
6.73000000000000e+09	2.22678381296628e-06,-8.98470896436451e-05
6.73500000000000e+09	2.20780332643654e-06,-8.97545622874417e-05
6.74000000000000e+09	2.22129544194368e-06,-8.96702437957624e-05
6.74500000000000e+09	2.23158099234983e-06,-8.95810418967328e-05
6.75000000000000e+09	2.24738455764072e-06,-8.94857343696218e-05
6.75500000000000e+09	2.26233128015240e-06,-8.93674010343306e-05
6.76000000000000e+09	2.33902542429641e-06,-8.91834504201726e-05
6.76500000000000e+09	2.96008446398660e-06,-8.83248451998434e-05
6.77000000000000e+09	1.65588307569668e-06,-8.97838620574440e-05
6.77500000000000e+09	1.89389973685730e-06,-8.93769571140457e-05
6.78000000000000e+09	1.94769917076659e-06,-8.92003695462972e-05
6.78500000000000e+09	1.96718818874799e-06,-8.90673335410934e-05
6.79000000000000e+09	1.96307441922957e-06,-8.89458418018980e-05
6.79500000000000e+09	1.94057182534477e-06,-8.88219229836960e-05
6.80000000000000e+09	1.88249585806234e-06,-8.86484668757721e-05
6.80500000000000e+09	1.78562450822598e-06,-8.83591932503138e-05
6.81000000000000e+09	1.51287218057220e-06,-8.74409355775636e-05
6.81500000000000e+09	2.57751502678335e-06,-9.12681709968783e-05
6.82000000000000e+09	2.04162671856087e-06,-8.90813045272790e-05
6.82500000000000e+09	2.04809809812297e-06,-8.86260894101578e-05
6.83000000000000e+09	2.14858485432815e-06,-8.83946224233130e-05
6.83500000000000e+09	2.23622725901483e-06,-8.82916723412182e-05
6.84000000000000e+09	2.28239441598923e-06,-8.82324680328024e-05
6.84500000000000e+09	2.29609120303988e-06,-8.81633398042492e-05
6.85000000000000e+09	2.29109585393818e-06,-8.80656013430205e-05
6.85500000000000e+09	2.30283016382459e-06,-8.79064966136669e-05
6.86000000000000e+09	9.59969387749085e-06,-1.07363190907773e-04
6.86500000000000e+09	2.63534328707278e-06,-8.74017793939618e-05
6.87000000000000e+09	3.10816527086966e-06,-8.72111096835778e-05
6.87500000000000e+09	3.75366622270533e-06,-8.72503902424229e-05
6.88000000000000e+09	4.44170920315377e-06,-8.75423845431702e-05
6.88500000000000e+09	5.19042042093045e-06,-8.80335138606474e-05
6.89000000000000e+09	6.19954519361562e-06,-8.87732253109457e-05
6.89500000000000e+09	7.93919339060674e-06,-9.00658685745785e-05
6.90000000000000e+09	1.21804552417635e-05,-9.32054177081205e-05
6.90500000000000e+09	4.18636714199494e-05,-1.14841847567111e-04
6.91000000000000e+09	-1.76862246359014e-05,-7.15791696054017e-05
6.91500000000000e+09	-5.87778390423503e-06,-8.01736181347320e-05
6.92000000000000e+09	-3.00766092609842e-06,-8.22416504921472e-05
6.92500000000000e+09	-1.74055969456932e-06,-8.30853852374682e-05
6.93000000000000e+09	-1.02582626179562e-06,-8.35119914029518e-05
6.93500000000000e+09	-5.85951231818902e-07,-8.38118045695502e-05
6.94000000000000e+09	-4.50983386126122e-07,-8.41737503590814e-05
6.94500000000000e+09	-1.13757125184846e-06,-8.47779358569811e-05
6.95000000000000e+09	-5.65812683271190e-06,-8.59778849349017e-05
6.95500000000000e+09	1.83380724517446e-05,-8.26746657803486e-05
6.96000000000000e+09	6.30865663078826e-06,-8.47460289720542e-05
6.96500000000000e+09	4.52137334924508e-06,-8.51270328549182e-05
6.97000000000000e+09	3.76548977635092e-06,-8.52944341479104e-05
6.97500000000000e+09	3.32568220131763e-06,-8.53663325163639e-05
6.98000000000000e+09	3.02131523225362e-06,-8.53929897462467e-05
6.98500000000000e+09	2.77480683025178e-06,-8.53619694305451e-05
6.99000000000000e+09	2.59100847007880e-06,-8.52617363342224e-05
6.99500000000000e+09	2.49013865288276e-06,-8.51249214005241e-05
7.00000000000000e+09	3.30913128012617e-06,-8.49496380699381e-05
7.00500000000000e+09	2.47458274228680e-06,-8.49013250371372e-05
7.01000000000000e+09	2.48999097619455e-06,-8.48325033828683e-05
7.01500000000000e+09	2.52332711426468e-06,-8.47866741390063e-05
7.02000000000000e+09	2.52593300542856e-06,-8.47352276649185e-05
7.02500000000000e+09	2.53384022627837e-06,-8.46884617420064e-05
7.03000000000000e+09	2.54071079342935e-06,-8.46457174111452e-05
7.03500000000000e+09	2.56040392045037e-06,-8.46216883454918e-05
7.04000000000000e+09	2.54916954996409e-06,-8.46557936063572e-05
7.04500000000000e+09	2.30041836190689e-06,-8.52756390150221e-05
7.05000000000000e+09	2.91105173312982e-06,-8.38970602364071e-05
7.05500000000000e+09	2.83044887254286e-06,-8.41316777537725e-05
7.06000000000000e+09	2.82785483030806e-06,-8.41696667631053e-05
7.06500000000000e+09	2.83636798859540e-06,-8.41673367866584e-05
7.07000000000000e+09	2.86002892003308e-06,-8.41545495955035e-05
7.07500000000000e+09	2.89718944042000e-06,-8.41388698380242e-05
7.08000000000000e+09	2.96844058886235e-06,-8.41578230811180e-05
7.08500000000000e+09	3.08262100044296e-06,-8.42683982081991e-05
7.09000000000000e+09	3.41562278425572e-06,-8.48534771092404e-05
7.09500000000000e+09	2.06903378788118e-06,-8.18397129473746e-05
7.10000000000000e+09	2.76912754146775e-06,-8.33895784913212e-05
7.10500000000000e+09	2.81954226463499e-06,-8.36272460758098e-05
7.11000000000000e+09	2.77219463856514e-06,-8.36972941865805e-05
7.11500000000000e+09	2.72614347149591e-06,-8.36677230545754e-05
7.12000000000000e+09	2.70880886648948e-06,-8.36049351774991e-05
7.12500000000000e+09	2.71672095620340e-06,-8.35514465546976e-05
7.13000000000000e+09	2.73901476350051e-06,-8.35212526702113e-05
7.13500000000000e+09	2.74687091401161e-06,-8.35482101040521e-05
7.14000000000000e+09	-3.53855373487865e-06,-6.94311973098982e-05
7.14500000000000e+09	2.48537936213469e-06,-8.37774492961509e-05
7.15000000000000e+09	2.07482961498837e-06,-8.38430291889842e-05
7.15500000000000e+09	1.50134330608061e-06,-8.37024123824673e-05
7.16000000000000e+09	8.86809132194055e-07,-8.33323346265618e-05
7.16500000000000e+09	2.16637313547193e-07,-8.27821744262923e-05
7.17000000000000e+09	-6.88019809347866e-07,-8.20159644734323e-05
7.17500000000000e+09	-2.25839944393900e-06,-8.07759636666632e-05
7.18000000000000e+09	-6.13210675711050e-06,-7.79474920855464e-05
7.18500000000000e+09	-3.34189939380514e-05,-5.91121880514617e-05
7.19000000000000e+09	2.13809890181493e-05,-9.64553460391419e-05
7.19500000000000e+09	1.05318956051360e-05,-8.89061787508518e-05
7.20000000000000e+09	7.90798372382851e-06,-8.70045492416176e-05
7.20500000000000e+09	6.76144865941806e-06,-8.61657531617457e-05
7.21000000000000e+09	6.12514656259073e-06,-8.56845905369640e-05
7.21500000000000e+09	5.74388825780276e-06,-8.53062542577939e-05
7.22000000000000e+09	5.64559713468984e-06,-8.48580848949800e-05
7.22500000000000e+09	6.31310010068258e-06,-8.41479903507189e-05
7.23000000000000e+09	1.05774378989891e-05,-8.26956594030461e-05
7.23500000000000e+09	-1.20067240424216e-05,-8.68974075186326e-05
7.24000000000000e+09	-6.79202010237676e-07,-8.42519918060416e-05
7.24500000000000e+09	1.00888149455149e-06,-8.37036291175302e-05
7.25000000000000e+09	1.72391430971690e-06,-8.34043695657743e-05
7.25500000000000e+09	2.14340727495957e-06,-8.32078120561603e-05
7.26000000000000e+09	2.43634566956742e-06,-8.30573258964803e-05
7.26500000000000e+09	2.67820613262173e-06,-8.29606462125609e-05
7.27000000000000e+09	2.86593832239182e-06,-8.29359659656790e-05
7.27500000000000e+09	2.97826312421655e-06,-8.29467823175408e-05
7.28000000000000e+09	1.30261289212758e-06,-8.29269585741407e-05
7.28500000000000e+09	3.02684231379675e-06,-8.29369341621372e-05
7.29000000000000e+09	3.02518706442653e-06,-8.28951731931771e-05
7.29500000000000e+09	3.00145936695030e-06,-8.28329919947013e-05
7.30000000000000e+09	3.00726865624016e-06,-8.27737711860494e-05
7.30500000000000e+09	3.00634683984182e-06,-8.27101623116296e-05
7.31000000000000e+09	3.00266887487878e-06,-8.26445923792689e-05
7.31500000000000e+09	2.97530484150196e-06,-8.25635916883987e-05
7.32000000000000e+09	2.94951487480698e-06,-8.24256365911977e-05
7.32500000000000e+09	2.87133615814750e-06,-8.17231482621585e-05
7.33000000000000e+09	2.93974103723447e-06,-8.29431226988849e-05
7.33500000000000e+09	2.89542946178202e-06,-8.26094040802344e-05
7.34000000000000e+09	2.87240380514204e-06,-8.24637370316318e-05
7.34500000000000e+09	2.85990725712568e-06,-8.23595420488452e-05
7.35000000000000e+09	2.84019321999099e-06,-8.22662982049219e-05
7.35500000000000e+09	2.81199167844155e-06,-8.21822926670024e-05
7.36000000000000e+09	2.75246700531176e-06,-8.20796093475475e-05
7.36500000000000e+09	2.64960729733839e-06,-8.19131040700430e-05
7.37000000000000e+09	2.30357889878051e-06,-8.14453208683148e-05
7.37500000000000e+09	3.83609296188960e-06,-8.32807713297219e-05
7.38000000000000e+09	3.05673559294891e-06,-8.21900668180681e-05
7.38500000000000e+09	2.98423231740271e-06,-8.19398081684782e-05
7.39000000000000e+09	3.00869632527926e-06,-8.17983863898389e-05
7.39500000000000e+09	3.04104987576271e-06,-8.17276470052371e-05
7.40000000000000e+09	3.05565393452542e-06,-8.16801443464509e-05
7.40500000000000e+09	3.05089964342684e-06,-8.16246124428736e-05
7.41000000000000e+09	3.03426378835933e-06,-8.15501869975202e-05
7.41500000000000e+09	3.02912388061794e-06,-8.14234711224528e-05
7.42000000000000e+09	8.46274051030908e-06,-9.04986926832537e-05
7.42500000000000e+09	3.26169246001042e-06,-8.10040387227980e-05
7.43000000000000e+09	3.63022834711968e-06,-8.08300337311213e-05
7.43500000000000e+09	4.15148464792960e-06,-8.08372493403686e-05
7.44000000000000e+09	4.71269717092009e-06,-8.10498594045462e-05
7.44500000000000e+09	5.32469081399812e-06,-8.14225633226176e-05
7.45000000000000e+09	6.14462561891386e-06,-8.19774011431257e-05
7.45500000000000e+09	7.56290281270248e-06,-8.29246197363632e-05
7.46000000000000e+09	1.10720265156581e-05,-8.51892371718897e-05
7.46500000000000e+09	3.58316433389923e-05,-1.00822031228285e-04
7.47000000000000e+09	-1.38900624237248e-05,-6.95229753901365e-05
7.47500000000000e+09	-4.04296640731186e-06,-7.57295796213469e-05
7.48000000000000e+09	-1.66164444600872e-06,-7.72186453727650e-05
7.48500000000000e+09	-6.23627726575526e-07,-7.78154397022343e-05
7.49000000000000e+09	-5.04619263238147e-08,-7.81171472196239e-05
7.49500000000000e+09	2.87889964229324e-07,-7.83407535255436e-05
7.50000000000000e+09	3.63990859424214e-07,-7.86401637624562e-05
7.50500000000000e+09	-2.71291447251647e-07,-7.92131321927305e-05
7.51000000000000e+09	-4.28019995253642e-06,-8.06348229155468e-05
7.51500000000000e+09	1.70097494820864e-05,-7.55747080983011e-05
7.52000000000000e+09	6.35557522243249e-06,-7.84325277021064e-05
7.52500000000000e+09	4.77992279033037e-06,-7.89026687022915e-05
7.53000000000000e+09	4.12306276385434e-06,-7.90996103994231e-05
7.53500000000000e+09	3.74252557006111e-06,-7.91907902722302e-05
7.54000000000000e+09	3.48051187425957e-06,-7.92361670194451e-05
7.54500000000000e+09	3.26415007370813e-06,-7.92326877956533e-05
7.55000000000000e+09	3.09422469545391e-06,-7.91559676182661e-05
7.55500000000000e+09	2.99345250658396e-06,-7.90464526385826e-05
7.56000000000000e+09	5.31604051516916e-06,-7.89306161882792e-05
7.56500000000000e+09	2.95677381154635e-06,-7.88468313779567e-05
7.57000000000000e+09	2.96571678004074e-06,-7.87794998690090e-05
7.57500000000000e+09	2.99942490363485e-06,-7.87302370838792e-05
7.58000000000000e+09	3.00439966447657e-06,-7.86814547604277e-05
7.58500000000000e+09	3.01700210449749e-06,-7.86370838294591e-05
7.59000000000000e+09	3.03519832738608e-06,-7.85935759997786e-05
7.59500000000000e+09	3.08553756264894e-06,-7.85630071701015e-05
7.60000000000000e+09	3.15988603625459e-06,-7.85908175505271e-05
7.60500000000000e+09	3.54318735538591e-06,-7.91857921275817e-05
7.61000000000000e+09	2.88914400358055e-06,-7.78469425107954e-05
7.61500000000000e+09	3.06041396050709e-06,-7.80714686530003e-05
7.62000000000000e+09	3.12318070958082e-06,-7.81077082703730e-05
7.62500000000000e+09	3.15661215535769e-06,-7.81004394000654e-05
7.63000000000000e+09	3.19002811431097e-06,-7.80820936846307e-05
7.63500000000000e+09	3.22716304676676e-06,-7.80487205275217e-05
7.64000000000000e+09	3.29165492202050e-06,-7.80186068850672e-05
7.64500000000000e+09	3.39670472154560e-06,-7.80240343079471e-05
7.65000000000000e+09	3.75328151136055e-06,-7.81524743783490e-05
7.65500000000000e+09	2.15728244368116e-06,-7.73206585680081e-05
7.66000000000000e+09	2.98044269557170e-06,-7.77196941693185e-05
7.66500000000000e+09	3.08334053140680e-06,-7.77666383301395e-05
7.67000000000000e+09	3.09378680287952e-06,-7.77638567037769e-05
7.67500000000000e+09	3.08899565478184e-06,-7.77195646608306e-05
7.68000000000000e+09	3.09203587763681e-06,-7.76620294320498e-05
7.68500000000000e+09	3.10914086767313e-06,-7.76112869685065e-05
7.69000000000000e+09	3.13654049418027e-06,-7.75755358296995e-05
7.69500000000000e+09	3.15542939663209e-06,-7.75868916514130e-05
7.70000000000000e+09	-1.43935495758629e-06,-7.29005505340872e-05
7.70500000000000e+09	2.98901861786988e-06,-7.77655609496246e-05
7.71000000000000e+09	2.68452108636659e-06,-7.78339551190525e-05
7.71500000000000e+09	2.23996952882410e-06,-7.77492011494812e-05
7.72000000000000e+09	1.75668586805968e-06,-7.74867433518594e-05
7.72500000000000e+09	1.22734975037982e-06,-7.70868992836934e-05
7.73000000000000e+09	5.19050506055220e-07,-7.65407043103250e-05
7.73500000000000e+09	-7.12121711106268e-07,-7.56864389918603e-05
7.74000000000000e+09	-3.78692299899059e-06,-7.37993615359089e-05
7.74500000000000e+09	-2.56056510754980e-05,-6.13325731844719e-05
7.75000000000000e+09	1.82551284594125e-05,-8.60213509699291e-05
7.75500000000000e+09	9.58702721542445e-06,-8.10167637242212e-05
7.76000000000000e+09	7.50525126536990e-06,-7.97485471465309e-05
7.76500000000000e+09	6.61044455516034e-06,-7.91934022103686e-05
7.77000000000000e+09	6.12693477195683e-06,-7.88682440108933e-05
7.77500000000000e+09	5.85493116783089e-06,-7.85965977832288e-05
7.78000000000000e+09	5.82242182256918e-06,-7.82457068859956e-05
7.78500000000000e+09	6.44345688930510e-06,-7.76189900774669e-05
7.79000000000000e+09	1.02036681681768e-05,-7.60798402393880e-05
7.79500000000000e+09	-9.71379092988676e-06,-8.15154650031410e-05
7.80000000000000e+09	2.51768446074546e-07,-7.83797208010442e-05
7.80500000000000e+09	1.72595400234317e-06,-7.78019584483718e-05
7.81000000000000e+09	2.33840825890949e-06,-7.75098960270314e-05
7.81500000000000e+09	2.69448607115596e-06,-7.73235688231597e-05
7.82000000000000e+09	2.94000779973649e-06,-7.71819017797667e-05
7.82500000000000e+09	3.14383806046613e-06,-7.70842891862976e-05
7.83000000000000e+09	3.30815815071146e-06,-7.70595235538754e-05
7.83500000000000e+09	3.40833778065997e-06,-7.70640285535936e-05
7.84000000000000e+09	7.71121474000592e-07,-7.71720635378137e-05
7.84500000000000e+09	3.45595835832935e-06,-7.70615849676910e-05
7.85000000000000e+09	3.45224141024333e-06,-7.70313900949262e-05
7.85500000000000e+09	3.42308894469571e-06,-7.69860436700253e-05
7.86000000000000e+09	3.42109805977594e-06,-7.69368135250113e-05
7.86500000000000e+09	3.41106296094212e-06,-7.68834094463582e-05
7.87000000000000e+09	3.39357239123221e-06,-7.68298963086140e-05
7.87500000000000e+09	3.33810477449822e-06,-7.67658054721047e-05
7.88000000000000e+09	3.23786153533113e-06,-7.66407604456098e-05
7.88500000000000e+09	2.62103463253000e-06,-7.59324511213630e-05
7.89000000000000e+09	3.76291296926428e-06,-7.72225696175654e-05
7.89500000000000e+09	3.50134507052453e-06,-7.68985848259186e-05
7.90000000000000e+09	3.41813538505038e-06,-7.67690508100116e-05
7.90500000000000e+09	3.37907092783838e-06,-7.66856143726897e-05
7.91000000000000e+09	3.34578026338314e-06,-7.66136884658907e-05
7.91500000000000e+09	3.31294202763914e-06,-7.65621594187840e-05
7.92000000000000e+09	3.25751061807803e-06,-7.65216410897308e-05
7.92500000000000e+09	3.16649439715832e-06,-7.64725789425040e-05
7.93000000000000e+09	2.83080496144340e-06,-7.64704060503697e-05
7.93500000000000e+09	4.40217248501576e-06,-7.61478184100285e-05
7.94000000000000e+09	3.59826288029783e-06,-7.62112634690389e-05
7.94500000000000e+09	3.48634496724282e-06,-7.61617921797035e-05
7.95000000000000e+09	3.45858908632446e-06,-7.61071227266588e-05
7.95500000000000e+09	3.45082405752352e-06,-7.60668628619394e-05
7.96000000000000e+09	3.44373940190517e-06,-7.60304294823618e-05
7.96500000000000e+09	3.42707859113470e-06,-7.59889403708515e-05
7.97000000000000e+09	3.40122832389530e-06,-7.59363064926934e-05
7.97500000000000e+09	3.38084109096806e-06,-7.58425131306603e-05
7.98000000000000e+09	7.07014487927623e-06,-7.65192939369922e-05
7.98500000000000e+09	3.50346766431229e-06,-7.55130398252174e-05
7.99000000000000e+09	3.75187909307937e-06,-7.53557398606753e-05
7.99500000000000e+09	4.12515209426405e-06,-7.53224872949787e-05
8.00000000000000e+09	4.53477568730519e-06,-7.54376483606119e-05
8.00500000000000e+09	4.98498342931657e-06,-7.56665481668962e-05
8.01000000000000e+09	5.58332377842628e-06,-7.60072737620110e-05
8.01500000000000e+09	6.62250809116694e-06,-7.65758415308124e-05
8.02000000000000e+09	9.22909495049100e-06,-7.79028676839881e-05
8.02500000000000e+09	2.77897334994905e-05,-8.71028694798942e-05
8.03000000000000e+09	-9.54082365534819e-06,-6.86424995300031e-05
8.03500000000000e+09	-2.17340975269195e-06,-7.22873015280496e-05
8.04000000000000e+09	-4.14080347493086e-07,-7.31484140295365e-05
8.04500000000000e+09	3.32973684780282e-07,-7.34704210426003e-05
8.05000000000000e+09	7.29044588178581e-07,-7.36254672075978e-05
8.05500000000000e+09	9.40117699975243e-07,-7.37503471836564e-05
8.06000000000000e+09	9.36527767802489e-07,-7.39557650428767e-05
8.06500000000000e+09	3.42709117366480e-07,-7.44322459931949e-05
8.07000000000000e+09	-3.13053496790506e-06,-7.58531813625590e-05
8.07500000000000e+09	1.52535056890244e-05,-7.00526561201031e-05
8.08000000000000e+09	6.06731743213068e-06,-7.31686090366209e-05
8.08500000000000e+09	4.71398480891641e-06,-7.36453175468441e-05
8.09000000000000e+09	4.15751360721907e-06,-7.38321693468228e-05
8.09500000000000e+09	3.83559078600501e-06,-7.39161203349971e-05
8.10000000000000e+09	3.61562368349386e-06,-7.39571302318736e-05
8.10500000000000e+09	3.43377064550648e-06,-7.39591494889499e-05
8.11000000000000e+09	3.28498280883863e-06,-7.38906886376374e-05
8.11500000000000e+09	3.19577343647483e-06,-7.37970264056423e-05
8.12000000000000e+09	5.93662298141077e-06,-7.34768087368810e-05
8.12500000000000e+09	3.15668750276451e-06,-7.36170494267741e-05
8.13000000000000e+09	3.16383758701135e-06,-7.35536093516080e-05
8.13500000000000e+09	3.19536122751529e-06,-7.35028721121859e-05
8.14000000000000e+09	3.20177067887563e-06,-7.34594547483236e-05
8.14500000000000e+09	3.21587284833942e-06,-7.34201126904427e-05
8.15000000000000e+09	3.23855356155523e-06,-7.33812011420210e-05
8.15500000000000e+09	3.30253135776671e-06,-7.33518889085842e-05
8.16000000000000e+09	3.42787478243834e-06,-7.33902894014846e-05
8.16500000000000e+09	4.23059402013193e-06,-7.40705938357883e-05
8.17000000000000e+09	2.71571123467286e-06,-7.25380930211309e-05
8.17500000000000e+09	3.05262044966190e-06,-7.27900187715279e-05
8.18000000000000e+09	3.15744473263812e-06,-7.28263594230899e-05
8.18500000000000e+09	3.20687775707259e-06,-7.28118626097060e-05
8.19000000000000e+09	3.24592697678968e-06,-7.27846782496043e-05
8.19500000000000e+09	3.28080570805104e-06,-7.27325661343144e-05
8.20000000000000e+09	3.33268736962575e-06,-7.26571054156045e-05
8.20500000000000e+09	3.41231962856332e-06,-7.25649369337365e-05
8.21000000000000e+09	3.71293723124972e-06,-7.22693348663222e-05
8.21500000000000e+09	2.28072070773094e-06,-7.34809725766948e-05
8.22000000000000e+09	3.01609412048015e-06,-7.28081608967003e-05
8.22500000000000e+09	3.13237650370904e-06,-7.26784014850658e-05
8.23000000000000e+09	3.17705407597389e-06,-7.26032056643142e-05
8.23500000000000e+09	3.19938288935062e-06,-7.25383907721254e-05
8.24000000000000e+09	3.21483571536492e-06,-7.24785331299699e-05
8.24500000000000e+09	3.23591199288895e-06,-7.24222861028249e-05
8.25000000000000e+09	3.26579775007101e-06,-7.23742143373423e-05
8.25500000000000e+09	3.29277598123200e-06,-7.23612358878192e-05
8.26000000000000e+09	6.00621395303931e-07,-7.47625303843005e-05
8.26500000000000e+09	3.22194211970868e-06,-7.24618780151749e-05
8.27000000000000e+09	3.03365907123975e-06,-7.25160151979479e-05
8.27500000000000e+09	2.73739733303816e-06,-7.24737682939302e-05
8.28000000000000e+09	2.40833159513316e-06,-7.23121046294266e-05
8.28500000000000e+09	2.04454468214480e-06,-7.20593406573768e-05
8.29000000000000e+09	1.56317850371626e-06,-7.17255787043632e-05
8.29500000000000e+09	7.23700242672658e-07,-7.12337081727638e-05
8.30000000000000e+09	-1.39935039039062e-06,-7.02238299346782e-05
8.30500000000000e+09	-1.66140894169591e-05,-6.37221880359501e-05
8.31000000000000e+09	1.40231313531644e-05,-7.65244582923169e-05
8.31500000000000e+09	7.99423706068641e-06,-7.38996308621002e-05
8.32000000000000e+09	6.56946144454966e-06,-7.32196513464715e-05
8.32500000000000e+09	5.97754787788417e-06,-7.29254772451662e-05
8.33000000000000e+09	5.67415144032869e-06,-7.27430184345730e-05
8.33500000000000e+09	5.52740851217325e-06,-7.25708168510947e-05
8.34000000000000e+09	5.56847506246995e-06,-7.23187998890429e-05
8.34500000000000e+09	6.13115318082993e-06,-7.18046422324437e-05
8.35000000000000e+09	9.28038245431687e-06,-7.03318447460916e-05
8.35500000000000e+09	-7.33050759429420e-06,-7.62017843499037e-05
8.36000000000000e+09	9.69431873915914e-07,-7.29708020570847e-05
8.36500000000000e+09	2.19336694574521e-06,-7.24154263178899e-05
8.37000000000000e+09	2.69542904520980e-06,-7.21503707581376e-05
8.37500000000000e+09	2.98697629598950e-06,-7.19844594237542e-05
8.38000000000000e+09	3.18621035285189e-06,-7.18596856868799e-05
8.38500000000000e+09	3.35082400115428e-06,-7.17687333805316e-05
8.39000000000000e+09	3.48912002652165e-06,-7.17450583073534e-05
8.39500000000000e+09	3.57250088045255e-06,-7.17426909865854e-05
8.40000000000000e+09	7.16540518611255e-07,-7.21310489777622e-05
8.40500000000000e+09	3.61401172595976e-06,-7.17343993480402e-05
8.41000000000000e+09	3.60898190623231e-06,-7.17056982883427e-05
8.41500000000000e+09	3.58157677079178e-06,-7.16662612317865e-05
8.42000000000000e+09	3.57718107818070e-06,-7.16161451409213e-05
8.42500000000000e+09	3.56605373972671e-06,-7.15617295856973e-05
8.43000000000000e+09	3.54561597222859e-06,-7.15059110643632e-05
8.43500000000000e+09	3.48125389396474e-06,-7.14390583536609e-05
8.44000000000000e+09	3.33966101752495e-06,-7.12881701369720e-05
8.44500000000000e+09	2.37781108500971e-06,-7.03372926422118e-05
8.45000000000000e+09	4.22851294418101e-06,-7.21614772942855e-05
8.45500000000000e+09	3.83035132694723e-06,-7.17520742637051e-05
8.46000000000000e+09	3.71183069852576e-06,-7.16147687917020e-05
8.46500000000000e+09	3.65859112036602e-06,-7.15391536127889e-05
8.47000000000000e+09	3.61988303293713e-06,-7.14797944602632e-05
8.47500000000000e+09	3.58894307275080e-06,-7.14505022593738e-05
8.48000000000000e+09	3.54767589737199e-06,-7.14559662272874e-05
8.48500000000000e+09	3.49093595115595e-06,-7.15038690748229e-05
8.49000000000000e+09	3.25850609424653e-06,-7.19102510678583e-05
8.49500000000000e+09	4.42044838037442e-06,-6.96262969018616e-05
8.50000000000000e+09	3.83121909650357e-06,-7.07207088984215e-05
8.50500000000000e+09	3.73082548264059e-06,-7.08449095850088e-05
8.51000000000000e+09	3.68436650215068e-06,-7.08683502672976e-05
8.51500000000000e+09	3.65932125031117e-06,-7.08584890720214e-05
8.52000000000000e+09	3.64491014569426e-06,-7.08357592197749e-05
8.52500000000000e+09	3.62756065945108e-06,-7.08108844858012e-05
8.53000000000000e+09	3.60053165687744e-06,-7.07797458957492e-05
8.53500000000000e+09	3.57400748204976e-06,-7.07192537151577e-05
8.54000000000000e+09	5.32331291430716e-06,-6.58509550295039e-05
8.54500000000000e+09	3.61095438111888e-06,-7.04857016036291e-05
8.55000000000000e+09	3.75073445953252e-06,-7.03566162637167e-05
8.55500000000000e+09	3.98147496952237e-06,-7.02993884622548e-05
8.56000000000000e+09	4.24082479835036e-06,-7.03350866369092e-05
8.56500000000000e+09	4.52889574342209e-06,-7.04414430912759e-05
8.57000000000000e+09	4.90617750507228e-06,-7.06025083729654e-05
8.57500000000000e+09	5.56400132047556e-06,-7.08642980880905e-05
8.58000000000000e+09	7.23435773701480e-06,-7.14443253030962e-05
8.58500000000000e+09	1.92632872365378e-05,-7.55269889560782e-05
8.59000000000000e+09	-4.97481310108905e-06,-6.72904302539817e-05
8.59500000000000e+09	-2.14815383308104e-07,-6.89005015031292e-05
8.60000000000000e+09	9.00089202820370e-07,-6.92677874229572e-05
8.60500000000000e+09	1.35318336981793e-06,-6.93785238850893e-05
8.61000000000000e+09	1.57767642646638e-06,-6.94237855142468e-05
8.61500000000000e+09	1.67357863134010e-06,-6.94747542600874e-05
8.62000000000000e+09	1.60923766958657e-06,-6.96034449480338e-05
8.62500000000000e+09	1.09620204230173e-06,-6.99827512447217e-05
